,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
2407,19862,2019_DoWR_14974_1,GHY.EAST/2019-20/SOPD-FDR/I,Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi Package 2,"Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi from Suktaguri to Lenga including A/E measures at Kalitapara, Mandakata and Alta area.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,26-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781121,1.0,,,,46221459,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,'MANDAKATA',DIMORIA,Dispur,Guwahati
2413,19896,2019_DoWR_14989_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 1,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,0.0,,,,78216768,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2414,19897,2019_DoWR_14990_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 2,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,0.0,,,,98922568,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2415,19898,2019_DoWR_14991_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 3,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,0.0,,,,85253389,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2416,19899,2019_DoWR_14992_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 4,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,0.0,,,,45502975,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2417,19900,2019_DoWR_14993_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 5,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,1.0,,,,85264573,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2418,19901,2019_DoWR_14994_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 6,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,1.0,,,,44877962,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2419,19902,2019_DoWR_14995_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 7,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,1.0,,,,99015312,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2420,19903,2019_DoWR_14996_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 8,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,0.0,,,,39509972,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2421,19904,2019_DoWR_14997_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 9,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,1.0,,,,45381139,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2422,19905,2019_DoWR_14998_1,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 10,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,27-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,0.0,,,,72063866,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2473,20026,2019_DoWR_15060_1,GHY.EAST/2019-20/SOPD-G/II,Construction of drainage channel- package1,"Construction of drainage channel (including re-sectioning and re-grading) from the sluice at Bhetamukh to Ghorajan beel, Gauripur.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-11-2019 18:00,06-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Gauripur,781039,6.0,,,,17078495,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'drainage': 2, 'sluice': 1}",KAMRUP METRO,,,False,KAMRUP METRO,,,,
2474,20027,2019_DoWR_15064_1,GHY.EAST/2019-20/SOPD-G/II,Construction of drainage channel- Package2,"Construction of drainage channel (including re-sectioning and re-grading) from the sluice at Bhetamukh to Ghorajan beel, Gauripur.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,29-11-2019 18:00,06-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Gauripur,781039,6.0,,,,12624486,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'drainage': 2, 'sluice': 1}",KAMRUP METRO,,,False,KAMRUP METRO,,,,
2538,20225,2019_FESA_15237_1,F and ES/PS/SDRF/189/Pt-II/4007,Supply of 1 (one) Aerial Drone for State Disaster Response Force,Supply 1(one) Aerial Drone for State Disaster Response Force,Goods,Open Tender,EOI,Miscellaneous Goods,2019-2020,No,No,,06-12-2019 16:00,,365,No,No,Not Applicable,16-12-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,4.0,,,,3333000,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,{'sdrf': 1},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2556,20418,2019_DoWR_15363_1,GHY.EAST/2019-20/SOPD-G/III,Protection of Pandu Sadilapur area from the erosion of river Brahmaputra Ph-II Package I,Protection of Pandu Sadilapur area from the erosion of river Brahmaputra Ph-II,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,17-12-2019 18:00,,180,No,No,Online,08-01-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,PANDU,781012,4.0,,,,14907495,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,,False,KAMRUP METRO,'SADILAPUR',DIMORIA,Azara,North Guwahati (Pt)
2557,20419,2019_DoWR_15364_1,GHY.EAST/2019-20/SOPD-G/III,Protection of Pandu Sadilapur area from the erosion of river Brahmaputra Ph-II Package II,Protection of Pandu Sadilapur area from the erosion of river Brahmaputra Ph-II,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,17-12-2019 18:00,,180,No,No,Online,08-01-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,PANDU,781012,5.0,,,,19701351,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,,False,KAMRUP METRO,'SADILAPUR',DIMORIA,Azara,North Guwahati (Pt)
2595,20802,2019_DoWR_14973_2,GHY.EAST/2019-20/SOPD-FDR/I,Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi Package 1 RETENDER,"Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi from Suktaguri to Lenga including A/E measures at Kalitapara, Mandakata and Alta area.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,02-01-2020 18:00,,180,No,No,Online,10-01-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,784145,1.0,,,,36599666,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,'MANDAKATA',DIMORIA,Dispur,Guwahati
2596,20803,2019_DoWR_14974_2,GHY.EAST/2019-20/SOPD-FDR/I,Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi Package 2 RETENDER,"Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi from Suktaguri to Lenga including A/E measures at Kalitapara, Mandakata and Alta area.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,02-01-2020 18:00,,180,No,No,Online,10-01-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,784145,1.0,,,,46221459,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,'MANDAKATA',DIMORIA,Dispur,Guwahati
2597,20804,2019_DoWR_14989_2,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 1 RETENDER,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,02-01-2020 18:00,,180,No,No,Online,10-01-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,784154,2.0,,,,78216768,AOC,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2599,20806,2019_DoWR_14990_2,GHY.WEST/2019-20/SOPD-FDR/I,Reconstruction of breached embankment of Puthimari River at Athgaon Package 2 RETENDER,Reconstruction of breached embankment of Puthimari River at Athgaon on R/B and Dakshin Ketekibari and Kachuarbari on L/B and improvement of Both Bank embankment in between Ch.21.80 Km to Ch.66.00 Km on R/B and Ch.18.50 Km to Ch.66.00 Km on L/B includ,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,02-01-2020 18:00,,180,No,No,Online,10-01-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,784154,0.0,,,,98922568,To be Opened,True,"{'Flood': 0, 'Embankment': 3, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
